ValuesSurvey,BehaviorsSurvey,CARE_tot,EQUALITY_tot,PROPORTIONALITY_tot,LOYALTY_tot,AUTHORITY_tot,PURITY_tot,Individualism_tot,Collectivism_tot,PVQ_SD_tot,PVQ_PO_tot,PVQ_UN_tot,PVQ_AC_tot,PVQ_SE_tot,PVQ_ST_tot,PVQ_CO_tot,PVQ_TR_tot,PVQ_HE_tot,PVQ_BE_tot,Religiosity_tot,NFC_tot,conservatism_tot,Tightness,sex,age,religion,first_language,race,education,ResponseId,Individualism_sim_item_1,Individualism_sim_item_2,Individualism_sim_item_3,Individualism_sim_item_4,Individualism_sim_item_5,Individualism_sim_item_6,Collectivism _sim_item_1,Collectivism _sim_item_2,Collectivism _sim_item_3,Collectivism _sim_item_4,Collectivism _sim_item_5,Collectivism _sim_item_6,Religiosity_sim_item_1,Religiosity_sim_item_2,Religiosity_sim_item_3,Religiosity_sim_item_4,Religiosity_sim_item_5,Conservatism_secs_sim_item_1,Conservatism_secs_sim_item_2,Conservatism_secs_sim_item_3,Conservatism_secs_sim_item_4,Conservatism_secs_sim_item_5,Conservatism_secs_sim_item_6,Conservatism_secs_sim_item_7,Conservatism_secs_sim_item_8,Conservatism_secs_sim_item_9,Conservatism_secs_sim_item_10,Conservatism_secs_sim_item_11,Conservatism_secs_sim_item_12,NFC_sim_item_1,NFC_sim_item_2,NFC_sim_item_3,NFC_sim_item_4,NFC_sim_item_5,NFC_sim_item_6,Tightness_sim_item_1,Tightness_sim_item_2,Tightness_sim_item_3,Tightness_sim_item_4,Tightness_sim_item_5,Tightness_sim_item_6,SD_sim_item_1,SD_sim_item_2,PO_sim_item_1,PO_sim_item_2,UN_sim_item_1,UN_sim_item_2,UN_sim_item_3,AC_sim_item_1,AC_sim_item_2,SE_sim_item_1,SE_sim_item_2,ST_sim_item_1,ST_sim_item_2,CO_sim_item_1,CO_sim_item_2,TR_sim_item_1,TR_sim_item_2,HE_sim_item_1,HE_sim_item_2,BE_sim_item_1,BE_sim_item_2,care_sim_item_1,care_sim_item_2,care_sim_item_3,care_sim_item_4,care_sim_item_5,care_sim_item_6,equality_sim_item_1,equality_sim_item_2,equality_sim_item_3,equality_sim_item_4,equality_sim_item_5,equality_sim_item_6,proportionality_sim_item_1,proportionality_sim_item_2,proportionality_sim_item_3,proportionality_sim_item_4,proportionality_sim_item_5,proportionality_sim_item_6,loyalty_sim_item_1,loyalty_sim_item_2,loyalty_sim_item_3,loyalty_sim_item_4,loyalty_sim_item_5,loyalty_sim_item_6,authority_sim_item_1,authority_sim_item_2,authority_sim_item_3,authority_sim_item_4,authority_sim_item_5,authority_sim_item_6,purity_sim_item_1,purity_sim_item_2,purity_sim_item_3,purity_sim_item_4,purity_sim_item_5,purity_sim_item_6
My central and most important values that guide my life are simple. Everyday is a gift and sometimes I have to remind my self of that . I try to do healthy things daily and eat healthy and laugh even if its my own silly jokes. Im no saint and Im still more than capable of giving someone a piece of my mind if I perceive it necessay. I try not to be overbearing in my adult childrens lives but I do try to make sure they are living healthy. Im not overly friendly to stranger im actually slightly distrustful of them . I watch our political system and worry about America losing it Democracy it seems we are on the edge of the cliff teetering towards facisim or Replican Mafia whatever they have going. Also the cultural makeup of our country is changing and im worried about the countries ability to think rationally and not religiously.,cereal and coffee at 6am followed by surveys for at least an hour everyday. The the every morning walk with my wife which is 3.2 miles and takes about an hour . By then its lunch time we usuall eat around 11:30am and that will take a good hour after that I practice mandolin and guitar in my music room usually 2 hours. We eat supper around 4:30pm and then watch the news till 6pm - then I go to bed and watch horror movies till my wife comes in at about 7:30 pm . I might watch some of her crime serials she likes but I usually fall asleep. This is indeed my routine everyday .,2.5,1.3333333333333333,2.833333333333333,3.6666666666666665,4.333333333333333,2.0,4.333333333333333,2.833333333333333,4.5,2.0,3.6666666666666665,2.5,6.0,2.0,4.0,5.0,4.5,3.5,8,3.0,3.0,3.8333333333333335,2,67,1,english,1,4,R_1Nacb6mc8iZ8TdD,0.023584768,0.10563438,0.16334318,0.1404249,0.005718861,0.18368301,0.005768841,-0.061993897,0.079235554,0.12778148,-0.024123186,0.056914568,0.27607346,0.36922824,0.05353657,0.052605353,0.056212287,-0.028760776,-0.09903771,0.008965621,0.0071204677,-0.054227743,0.022696434,0.17452884,0.05241838,0.034446098,0.09062258,0.065704614,-0.018884933,0.042178757,0.1431456,0.118251525,0.06569736,0.18640828,0.15400106,0.05736299,0.052610308,0.107666925,0.030590642,-0.024245247,0.110638894,0.20842697,0.14240988,0.14111614,0.06981495,-0.00088172685,0.03498683,0.043384477,0.12296952,0.13875055,0.0809688,0.031780295,0.11847469,0.26514766,0.11495693,0.21249644,0.0632377,0.19419846,0.32348904,0.20607641,0.22877622,0.12268217,-0.07924967,-0.07887636,-0.038523115,-0.07151168,0.025302922,-0.046405997,-0.0015785564,0.041718192,0.06825332,0.101879954,0.033180647,0.0004674662,0.07358139,0.043956473,0.028371729,-0.037831526,0.06532283,0.09384307,-0.0372,-0.12773481,0.022715002,-0.0029559098,-0.04757531,-0.11964933,0.024379347,0.17182031,0.03181252,0.045722872,-0.037217207,0.0018341765,-0.017462436,-0.0024457816,-0.0712117,0.065242276,-0.014114972,0.05061629
"Guiding principles I have in general or when meeting new people would be to always stay polite, ask questions when I'm confused, and always look after the safety of my loved ones. It is something that just comes naturally to me and that's what makes me who I am.","This week consisted of getting my kids up for school and since they are on an independent study they stay home. I make them breakfast and from there I get on my laptop to make some extra cash on mturk.  I go feed my pigs, cows, and chickens every morning and afternoon. Currently, we are in a pandemic so I don't get out much and for the past 7 days, I have been home.",4.666666666666667,1.8333333333333333,4.0,3.6666666666666665,4.666666666666667,4.0,2.833333333333333,5.0,5.5,4.0,6.0,4.5,4.0,6.0,5.5,6.0,5.0,6.0,17,2.833333333333333,5.0,3.1666666666666665,1,30,1,English,16,2,R_sCpRqGDR6qllteN,0.06143072,0.09709351,0.2934397,0.12961596,0.057011746,0.23226273,0.085751325,0.058656234,0.185222,0.21319184,0.035951924,0.11543461,0.2372319,0.31463408,0.07816614,0.1494154,0.100872725,0.047342055,0.061601244,0.06679426,0.10003507,0.1834293,0.030891493,0.03438708,0.04156088,0.13847882,0.1757714,0.12986879,0.10687627,0.03657385,0.19421148,0.13427205,0.118631825,0.21034451,0.11610317,0.09459446,0.03961893,0.045565892,-0.0061520673,-0.028623559,0.058976915,0.23609586,0.12002788,0.24656577,0.1131418,0.016217925,0.022786219,0.077128515,0.15469769,0.19724458,0.16089888,0.16024408,0.090051286,0.2439521,0.18071535,0.15741858,0.10925828,0.1396217,0.27421856,0.12576663,0.24246347,0.18667506,0.020531246,0.00066331774,-0.029799642,0.05621011,0.05191163,0.018312916,0.15259787,0.13587464,0.20709041,0.16762474,0.08058472,0.201454,0.14843899,0.12828007,0.121658474,0.038953736,0.0773318,0.104677424,0.110447675,0.026758213,0.076167054,0.049375717,0.0024711266,-0.072380915,0.025226478,0.10622896,0.08055841,0.077632494,0.076640844,0.015569834,0.0060613193,0.017084405,-0.019183978,-0.020496532,-0.018510498,-0.008240386
"My core values as a person are to be the best mother I can possibly be and to be the best wife I can be. See I grew up with an alcoholic mother and a father that was never there for us. He was always out of town working. As I have gotten older and so has my child. I have learned things from being a child that have reminded me over and over again what to not be to my child. My parents were very abusive towards me and my siblings. Today I refuse to hit my child in anyway. Growing up back then versus growing up today is so different in so many ways. I know that I'm a great mother. I know this because my child isn't afraid of me. She isn't afraid for her well being. I do the best I can every single day for my child. I would do anything under this sun to give my child the live she deserves. I would even give my life to her, if it came down to it. 
Being a good wife. I have not always been good to my husband. I have done terrible things. Things he should hate me for. Things he should have walked away from. But he didn't. That man has stuck by me through my ugliest and my prettiest. And every since I did what I did, I have done everything in my power to make it up to him. I can't explain the feelings I have for my husband, we'd be here all day, but just know I can't live without this man. He has pulled me out of the worst of the worst mental states I have ever experienced. For that I own this man my life. I live everyday to do what I can to make him happy. I do everything I can, so he doesn't have to. I would walk through hell if I knew he didn't have to. I would also give my life for that man. He has loved me like no other person on this planet has. And let me tell you, I love him like no other on this planet. And I will continue to do so, till my last breath.","A week ago today was Friday. So to start off I woke up and made myself a cup of coffee. After my coffee was done I proceeded to wake my daughter up and get her ready for school. After she was done getting ready for school and ate breakfast we were off to the bus stop. At the bus stop we talk about what she is going to do in school and how she is going to act at school. During the day, while she is at school, is when I get all my house chores done. My house chores consist of me taking the dog out 3 times a day, washing clothes for myself, my husband and my daughter, washing dishes, putting dishes away, cooking dinner, cleaning the floors, scooping the cat boxes, feeding the cats and if I have time, I try and squeeze a nap in there. When my daughter arrives home from school, me and her together will eat a snack out of her snack box. After she gets that done we start on homework. Her homework includes me and her reading either one or two books together and then she will take a test on the books that we read together. I will sit with her in case she needs any help. Normally she doesn't. But I am there if she needs me. After homework is done, me and her will start on our chores. At this specific time of day I know what I have to do and she knows what she has to do. So she goes on and does her thing, while I go and do my thing. After chores are done, I will start on dinner. While I'm cooking dinner I normally wash dishes as I dirty them from cooking. If my husband is home we will sit down together with no phones or electronics. But normally it's just me and my daughter. She prefers that we eat together but with electronics. So during this time, I will watch Netflix and she will watch YouTube. After we have ate our dinner we tend to sit there for awhile watching whatever it is we are watching. Mainly for our food to settle. Another because we don't really want to do anything else for the day. We've both had long and stressful day, so it's nice to just sit and watch something on our phones or tablets. But eventually we have to get back to reality and finish up our chores and get ready for the end of the day. The end of the day entails her taking a bath and me taking a shower. After that I put my daughter down in bed for the night. I usually finish up and chores I have not finished or gotten to for the day, while I wait for my husband to get home from work. When he gets home, I sit with him for a few hours and we talk about our day. How his day was at work and how my day was at home. After that I get myself ready for bed and my husband tucks me in for the night. I wake up the next morning and do it all over again. See I'm a stay at home mom, I don't get out much and I don't really have time for hobbies or interest. This is pretty much my every single day life.",3.6666666666666665,2.1666666666666665,2.5,3.0,3.333333333333333,2.833333333333333,4.666666666666667,4.333333333333333,5.0,3.5,5.0,3.5,4.0,5.0,5.0,3.5,4.5,6.0,5,3.333333333333333,2.5,4.166666666666667,1,32,6,English,1,2,R_3k6C3p9tRvAkS40,-0.054280877,-0.028553758,0.1094575,0.049206134,-0.043444455,0.017024009,-0.056480788,-0.04876989,0.016092569,0.029619496,-0.10651361,0.035642758,-0.038070925,0.12560596,-0.020302713,-0.024256106,-0.038866043,0.02937932,-0.008912515,0.017955173,-0.029481634,0.032741256,0.026665477,-0.028586907,-0.046607353,0.14391479,0.028135747,0.09418115,0.01715133,0.009541044,0.116379425,0.1059821,0.12382454,0.086538225,0.15636326,-0.05596837,0.018592272,0.041677803,-0.050826974,-0.063477434,-0.030019123,0.16836712,0.061596572,-0.008627627,0.0046849065,-0.059958268,-0.0906316,-0.016096741,-0.0078030843,0.050226014,-0.05122199,-0.023602653,-0.0068728905,0.042022146,0.098437555,0.096992284,-0.037853047,-0.012814902,0.1979632,0.031056836,0.0777619,0.07642478,-0.05711679,-0.011634057,-0.00094339997,-0.0851716,0.07286063,0.042787205,0.017083319,-0.0017346498,0.09405662,-0.013722975,0.055825643,-0.025655761,0.07562863,0.029392773,0.02706398,-0.11933709,0.028674928,0.019022692,0.114287615,-0.095061846,-0.04133286,-0.007420879,-0.04427489,-0.087990575,-0.066532,0.050149947,0.15295124,0.030583933,0.09367396,-0.00025865436,-0.030691102,-0.02137302,-0.07750743,-0.11813407,-0.08706246,-0.0811222
"I'm a college student and that is my driving force. My family grew up not having much so my goal is to not repeat the cycle. I have made many connections while in school and have been doing volunteer work in my field. My ultimate goal is to get to a point, financially, to where I am stable and can help others with any disposable income that I have.   I like networking, though it can be tiring, but it's all in order to reach my goal.","Last Thursday, I woke up around 6:30, the usual time, and took a shower. I got dressed and headed out of my dorm to get a bite to eat. I stayed in the cafeteria and checked my phone every now and then. By 9, I left and went to the library on campus to get some last-minute studying in. My exam was at 1:15 so I stayed and studied until 1. I went, took my last exam for the semester and by 3, I went back to the room, grabbed my suitcase that I packed the day before, locked up my room, and checked out for the semester. I hopped on the bus and went to the train station before hopping on the train and leaving by 6:20. I got home around 8 and had dinner with my family before unpacking and going to bed around 9:30

Every other day, oddly enough, has been the same. I wake up, shower, get dressed, play Xbox, eat breakfast alone, play Xbox, eat lunch alone, play Xbox, clean the house until 6-6:20 when both parents arrive home, help cook, eat dinner with family, we talk for a bit, they go to bed, I stay up until 9 before I go to bed.",4.833333333333333,4.5,3.8333333333333335,2.1666666666666665,2.833333333333333,1.8333333333333333,4.5,4.333333333333333,4.5,4.0,6.0,5.0,5.5,5.5,4.5,4.0,6.0,5.5,21,3.0,2.0,2.833333333333333,2,35,1,English,2,6,R_2sSYja5WD2kXvkZ,0.018789455,0.009251809,0.113189995,0.07270557,0.10949494,0.11092131,0.024185553,0.12465603,0.1275655,0.11832462,0.028950453,0.0069526173,0.044788077,0.1348763,0.12295522,0.0823151,0.0034061708,0.08491001,-0.025735103,0.01917739,0.044080347,-0.012213481,0.0068702083,0.0040293615,-0.028415488,0.014385123,0.08490516,0.15298054,0.023463601,0.005115675,0.11064574,0.19341895,0.08489949,0.042883515,0.033073064,0.014354791,0.034973107,0.023580473,-0.012660998,-0.04395228,-0.017838523,0.15212344,0.07233263,-0.034428008,0.010522654,-0.08061047,0.01557973,-0.049066868,0.016608896,0.040717475,0.020580709,0.013196282,0.0910219,0.08051944,0.11180936,0.14200506,0.027488116,0.106835335,0.24280652,0.070735484,0.040892035,0.07856877,-0.045396358,-0.06456955,-0.021272331,0.055338107,0.12610048,0.008622438,-0.014394486,-0.028676515,0.037750956,-0.031193651,0.06598282,0.008487621,-0.0009156298,-0.030550059,-0.06502735,-0.022015428,0.013175006,0.13980459,-0.047069047,-0.048481576,0.012528997,-0.014235681,0.034577418,-0.026192907,-0.07370082,0.09845249,0.08930065,0.08634882,-0.054896772,-0.056055337,-0.040008552,-0.017896855,-0.023556659,0.019774197,-0.075889945,0.005562242
"Honesty is one of the most important values because it says everything you need to know about someone. Treating people how they deserve to be treated is another one of my most important values - if someone doesn't deserve my trust and kindness, then I move along. Being humble is another main value of mine because arrogance is disgusting and it's important to me for people, including myself, to stay humble and not be showy and have a big ego.","I attended a concert of one of my favorite singers with the local orchestra. I got dinner out but to-go because of the pandemic on that night as well. I went to the library to pick up some books I had on hold there. I read a lot because I'm trying to reach my reading goal by the end of the year. I showered multiple times. I did yoga every day. I made breakfast, lunch, and dinner every single day. I did some work from home Tuesday through Friday.",2.6666666666666665,4.5,2.833333333333333,2.0,2.1666666666666665,1.3333333333333333,4.666666666666667,2.0,4.5,2.0,4.666666666666667,2.0,5.0,3.0,4.5,3.5,3.0,3.5,5,2.833333333333333,1.5,2.833333333333333,1,36,6,English,1,4,R_3PRmxkMRdcSTSwq,0.09539925,0.14518501,0.13982797,0.09265545,0.17872036,0.17772242,0.14403024,0.23123328,0.25527152,0.19385359,0.13171723,0.15094449,0.40907085,0.4479371,0.26036754,0.17873923,0.16632485,0.006017061,-0.03624486,0.036181096,0.12708266,0.017820057,-0.041054685,0.04510959,0.012774192,-0.0012297127,0.13272816,0.07618472,0.017160464,0.031359404,0.22583728,0.11392547,0.099627346,0.22130698,0.10818875,0.013718745,0.031517778,0.008254487,-0.02691199,-0.044063352,0.01688339,0.29746342,0.112078086,0.18020138,0.13377793,-0.025792975,0.26307595,0.049496345,0.2326455,0.22986236,0.1517774,0.13861078,0.27744144,0.21613806,0.12165068,0.281207,0.14125445,0.22462103,0.35294247,0.21785441,0.24935138,0.091917284,0.11072658,0.103928365,0.044953838,0.21029319,0.09763406,0.07676224,-0.019341398,-0.022740439,0.07221652,0.0049946406,0.026109047,0.06454448,-0.00400996,0.021674199,0.005253101,0.1446703,-0.017875236,0.1337877,-0.12420601,-0.005024448,-0.019577684,-0.060118012,-0.012525678,-0.07169918,0.004445985,0.19683245,0.009064582,0.07678808,-0.05318413,0.008433955,0.024065198,0.031368937,-0.014080057,0.11615813,0.014989004,0.0054426678
"Family is most central, most important part of my life. I grew up without a good strong family unit, so keeping what I have built, my family, together and safe is my biggest goal. Faith, Family, and God. Those are my guiding principals. I try to be the best mom and wife I can be, I am not perfect, but this is what matters most to me. I also try to be the kindest, most patient grandma to my granddaughter. I know she has a lot of people who love her, but gramma's are different. The love is completely different. I just try my hardest to provide stability, warmth, and love to all those in my life. God is very important to me. Without HIM I wouldn't be where I am today. He is amazing and His love is evident to me daily, even though I fail and am undeserving, His love is completely unconditional.","Last week at this time, I was calling people to renew their business licenses. After work, I picked up my granddaughter for a sleep over. We went to the store, ate dinner, played, and she finally went to sleep very late. She woke up super early Saturday morning, and we played more until her mom wanted her back. On Sunday, it was a lazy day, my husband, son, and I stayed home in our pj's and just enjoyed the day. On Monday, the work week resumed with more calls to businesses that needed to renew their license, and more package delivery tracking. I am still missing a few packages that have yet to be delivered. I was able to get several marked off the list. After work, I picked up the grand baby for a little gramma time and took her home around 7 p.m. then I came home and watched football with my husband. Tuesday through Friday were almost identical to my Monday. Work, pick up baby, take baby home, then relax for the evening.",5.0,3.0,4.666666666666667,4.833333333333333,4.666666666666667,1.8333333333333333,3.1666666666666665,4.833333333333333,3.5,3.5,5.666666666666668,3.5,3.5,4.5,5.0,5.5,3.5,6.0,20,3.0,4.5,3.8333333333333335,1,42,1,English,1,4,R_2dYpF5EIGdbVN3a,-0.04746335,-0.051117204,0.096092656,0.03244368,-0.019046841,0.19039102,0.045048255,0.08249308,0.049811143,0.0316363,-0.124494754,-0.0042395145,0.06824899,0.09194937,0.0052951127,0.030198827,0.033635203,0.11714347,0.0018570647,0.0006957669,-0.03335547,0.13928011,0.025444616,-0.010102997,-0.0070726722,0.16686285,0.14445724,0.13141435,0.051742826,0.0035037044,0.13523455,0.08628006,0.060292017,0.09487911,0.056661613,-0.026996458,0.10238238,0.10728156,-0.01796441,0.020667687,0.0058988538,0.16433223,0.04864218,-0.071026295,0.029170163,-0.08520242,-0.017941883,-0.037210744,-0.09362675,0.046801217,-0.04694877,0.10849758,0.10806449,0.07218742,0.11357419,0.15025254,0.05720249,0.038547825,0.14891902,0.028910242,0.06322847,0.052285172,0.03147082,-0.03967713,0.014366817,0.09437236,0.064070605,0.1533212,-0.06655304,0.018038157,0.01641556,-0.081714734,0.055763096,0.035962254,0.06460439,-0.033888698,0.08660351,0.031684022,0.037686426,0.111058585,0.009719122,0.06877056,-0.09052725,-0.02625515,-0.061224137,-0.06507037,-0.07501403,0.092342965,0.08171081,0.07417094,-0.0045670616,-0.12663874,-0.14737427,-0.0827878,-0.025829475,-0.035628453,-0.037806608,-0.0038118772
"One of my central values is to treat people the way that I want to be treated. When people are rude and mean or don't agree with me, I try to make sure the way I behave towards them reflects respect. I feel that this may be a way to be a positive influence on others. That perhaps they will see that there is no need to be rude or argumentative. It is important to me that there is peace and calmness in my life. If this means walking away from arguments, then that is what I do. It is important to me that I follow the rules of social norms as much as I can. I do not want to offend anyone or make them feel uncomfortable. I value other people and their feelings.","I went to work 4 days and after work on each of those days I came home and took a shower and then made dinner for my husband and myself. After dinner we would relax and watch some TV for a little while.  I took my dog for a walk and played with him for a bit. On my first day off, I went Christmas shopping and grocery shopping, I cleaned the house and did laundry.  The next evening, my husband and I started putting together a 1000 piece jigsaw puzzle. We have worked on that puzzle every evening after dinner for the past 3 nights. I read a few chapters of a book before going to bed last night.",3.0,1.0,3.5,4.0,4.0,3.1666666666666665,3.5,3.1666666666666665,3.0,3.0,3.333333333333333,4.0,6.0,2.5,6.0,5.0,3.5,3.5,15,3.5,6.0,4.0,1,54,1,English,1,3,R_2uNVEJ7Q1vboG0d,-0.006693744,0.06385761,0.12830167,0.12883568,0.038903534,0.14554532,0.017396744,0.060118362,0.13014585,0.04075904,-0.048089974,0.06984149,0.18139134,0.29743862,0.08938688,0.080713764,0.09569295,-0.016179472,-0.08903455,0.00253045,0.038382024,-0.004895229,0.04820182,0.20731959,0.041721392,0.05035211,0.13834435,0.06394936,-0.087432235,0.08433266,0.22125879,0.20991412,0.1732413,0.29330003,0.16013417,-0.1345015,-0.04795848,-0.092050985,-0.12041644,-0.13697647,-0.09542456,0.34842318,0.13215993,0.09529855,0.060247973,-0.08733658,0.10914622,-0.006282962,0.10821117,0.18462686,-0.012946393,-0.05769609,0.2831398,0.21705008,0.065218374,0.17947263,0.06705229,0.13578168,0.30787307,0.21733063,0.11981456,0.047942422,-0.041034468,-0.028577395,0.019240333,0.048396803,0.07067901,0.11653391,0.019266866,0.009165416,0.0688708,-0.014424656,0.11226575,0.0052284757,0.068412974,0.018375993,0.025219314,0.050426044,-0.019964052,0.182259,-0.1064349,-0.08207676,-0.0702023,-0.11712384,-0.029379379,-0.10197344,-0.00995449,0.14518064,-0.04390835,0.07857168,-0.078727655,-0.046988748,-0.062693715,-0.0017649829,-0.08088589,0.0755848,-0.045134686,0.0794122
"I think everything in world has only one true fact. It can not be good and bad. So, when I need to make decision, I need to find difference side of the thing and find one I believed.",I went to church service on Sunday morning. I worked 9 am to 5 pm during the weekday at home. I went out for lunch around 2 pm to 3 pm when work was not busy.,3.1666666666666665,2.6666666666666665,3.5,4.0,3.5,2.833333333333333,3.333333333333333,3.6666666666666665,4.5,2.0,4.0,2.5,5.0,3.5,5.0,4.5,3.0,4.0,22,2.5,5.0,3.333333333333333,2,58,1,English,3,5,R_3D7ulY9YxRjFgGh,0.06662278,0.07181757,0.08311191,0.038521327,0.12960309,0.14584865,0.14082989,0.0763757,0.103630856,0.12779109,0.05206491,0.10644462,0.5440949,0.48068625,0.2721873,0.1328477,0.19298622,0.033813115,-0.06495538,-0.013090383,0.16231808,0.029589126,-0.0262849,0.06879069,0.0014813431,-0.035375055,0.13215855,0.06114054,-0.030688725,-0.0060696513,0.12713009,0.05071606,-0.030676097,0.13548557,0.042384937,0.057779465,0.0796514,0.105506316,0.0062183826,0.012391903,0.057668805,0.094903186,0.09143222,0.058882087,0.1479129,0.037701365,0.13743031,-0.08859949,0.08279825,0.16115054,0.06023476,0.067389935,0.087690756,0.07047838,0.1981949,0.26339814,0.13087416,0.11808218,0.27203318,0.13636531,0.25767443,0.11685415,-0.0034017507,0.014274188,-0.0005759187,0.094937816,0.06973097,0.061290964,-0.05459903,0.03303783,0.029060932,0.0015139095,0.07495367,0.04064905,0.068927854,-0.012721857,0.105588555,0.06388225,0.042680047,0.15760374,-0.09181443,0.015700165,-0.00205951,-0.042317748,-0.09075042,-0.037071597,-0.052512433,0.13778216,0.058510013,0.01645565,-0.04807597,-0.0086433515,0.0019102078,-0.012396735,-0.01660075,0.011530986,-0.117874034,0.041930858
"One of my core values is to do best not to judge. Have empathy. Although everyone judges to a certain degree, it is important not to let any preconceived judgements cloud your perception of who someone really is and their potential. I grew up abused and bullied due to being a bit different in things I liked, styles I enjoyed, and hobbies. It affected me for the rest of my life. In my earlier years, I coped with what happened to me by using drugs, which led to an addiction. I am now 4 years sober, and I often see how people at their lowest are judged. People look at me and see someone strong, but sometimes they don’t know my past and make comments about people who are just like how I used to be. It’s important to me to speak up for them, and show that everyone has value. Just because someone doesn’t fit your idea of a successful life, or doesn’t fit your religious checkpoints - they are not less than you. Everyone has value and potential, and until we as a society can openly take a look at what causes addiction and other behaviors society looks down on - we won’t ever be able to reduce it. Instead of looking at people as hopeless or wastes of life, people need to have some empathy and ask what got them to that point, and lend out a helping hand.","I have been working mostly, Monday through Friday. I work at a bubble tea shop, and I also have been training in an employee on how to close. I got a new Gaming PC, so every night after work I’ve been playing 7 Days to Die with my friend. It’s been a lot of fun. Then on Thursday, my boyfriend had court so we drove up there. It took a long time due to the wait times, so I went Squishmallow hunting. I collect Squishmallows for fun, and whenever I’m in a new area I tend to drive around local stores and see which ones they sell. Then today, I went on Amazon Mturk due to finances. Any bit helps, and I often have fun doing the surveys or tasks.",4.833333333333333,2.0,2.6666666666666665,2.0,1.3333333333333333,1.1666666666666667,3.8333333333333335,3.1666666666666665,5.5,3.5,5.666666666666668,4.0,4.0,3.5,3.5,3.5,4.0,5.0,9,3.333333333333333,1.5,3.333333333333333,1,22,7,English,1,2,R_1pyzcLSB2YarH0G,0.009896715,-0.02393406,0.2179941,0.14728804,0.059422486,0.20274682,0.03248849,0.017374013,0.16919188,0.14522605,0.030718543,0.11777274,0.106090605,0.16905898,-0.018709645,0.095832184,0.0873005,0.016396815,0.020740647,-0.050703064,0.026994692,0.03651385,0.11347443,-0.035049643,-0.008522537,0.056577135,0.28284943,-0.010353643,0.014606189,0.010676159,0.14931515,0.18570349,0.115860805,0.21741207,0.09438254,-0.038894374,0.0029747915,-0.030473877,-0.09291822,-0.06318479,-0.087924644,0.26550478,0.12146153,0.1269853,0.09185445,-0.12219584,0.023856258,-0.0077951318,0.07754596,0.14851916,0.04714413,0.02021966,0.22706717,0.3348591,0.14568783,0.13885057,0.049204648,0.082938194,0.28711116,0.119119145,0.23244491,0.14899084,0.0055362713,-0.04687124,-0.038093384,0.029683365,0.03321446,0.047744308,0.035067186,-0.067388944,0.015173396,0.007768372,0.04255727,0.11220451,0.0761754,-0.060241766,0.026156085,-0.023917641,0.034508258,0.123471186,-0.14782794,-0.050611433,0.024267808,-0.069124095,-0.011034891,-0.03881959,-0.12569244,0.010585514,-0.058593437,0.017960828,-0.1033209,-0.077669784,-0.17233321,-0.063007094,-0.06425582,0.04344323,-0.11822388,-0.111758634
"Caring for my family is my most basic value. They are the most important things in the world to me. Most of my decisions are made based on what is the best for them and what will make them happy. Our home is also important to me and keeping it in good condition so it can provide shelter for us and so it is a happy place is high on my list of priorities. Sometimes I forget my most important values and begin to focus on other outside things that do not matter as much as my family. I have to be brought back to my senses and put them at the top of my list, where they belong and should always be. My family makes me who I am.","I woke up not feeling well and sprayed my house with Lysol. I moved from my bed to the couch, I remained as far away from everyone as I could in my small house. On Monday I woke up and tested for Covid since I could not smell My test was positive and I have stayed in the living room since. I get up to go into the bathroom, I spray everything down with Lysol on my way out and I come back to the couch. I have watched TV and talked on the phone. One day I did my nails. I eat whatever my daughter puts at the door. I sleep. That's been about all I have done this week. I'm hoping to get back to my normal life soon. Tomorrow will be ten days since my first symptoms and they say you have to isolate for ten days and can then you're no longer contagious.",4.833333333333333,3.1666666666666665,3.0,3.8333333333333335,3.5,1.5,2.6666666666666665,4.166666666666667,4.0,3.5,5.0,3.5,5.5,2.5,4.5,5.0,3.0,5.5,15,2.833333333333333,4.5,3.333333333333333,1,58,1,English,1,3,R_1F8TPGIVXICechw,-0.03269948,-0.054190323,0.04291694,-0.011050635,0.051866435,0.07284468,-0.08021394,-0.022888668,-0.023963626,0.04208501,0.03575889,-0.04127863,0.018815912,0.043169234,0.0825746,0.06943668,0.0014212579,0.03795769,-0.012172328,-0.028833346,-0.022451539,-0.026997471,-0.013997052,-0.07842103,-0.12107084,-0.06542298,-0.047216564,0.047224008,-0.061983578,-0.042048804,0.023296006,0.043406107,0.043219157,-0.012986034,-0.07526393,-0.03235271,-0.029423377,-0.03197118,-0.08342622,-0.032053206,-0.07636027,0.0580568,-0.07282422,-0.06803406,-0.08041942,-0.03603284,-0.009814462,-0.05212269,-0.059365567,-0.050785985,0.068517596,0.09186302,0.04520695,0.04982443,0.10271252,0.078747526,-0.038419668,-0.004583314,0.055228017,-0.06856111,0.0440233,-0.008235619,0.021722231,-0.055407174,0.050405364,0.091634944,0.12014061,-0.04208789,-0.051756084,-0.0036044866,-0.022608235,-0.07529807,-0.061635613,-0.033726282,-0.09026547,-0.08142258,-0.09779524,-0.1413768,-0.040901788,0.034392055,-0.124645226,-0.13818695,-0.011470571,0.03591095,-0.045191456,-0.09523998,-0.19771948,-0.049087595,-0.07478829,0.0173212,-0.122885704,-0.040842652,-0.014544288,-0.10273382,-0.052695077,0.027971476,0.08221162,-0.12767887
